portfolio,fund_name,scheme_code,folio,platform,txn_type,txn_date,units,nav,notes
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,23-08-21,2.043,48.95,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,23-08-21,1.399,71.46,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,23-08-21,18.627,59.05,
,Franklin Build India Fund - Direct - Growth,,,,BUY,23-08-21,15.733,63.5584,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,23-08-21,1.539,64.97,
,Nippon India Banking & Financial Services Fund- DIRECT Plan - IDCW Option,,,,BUY,23-08-21,14.428,69.3068,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,24-08-21,2.027,49.34,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,24-08-21,14.75,72.13,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,24-08-21,1.674,59.75,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,24-08-21,1.525,65.58,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,25-08-21,2.022,49.45,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,25-08-21,1.384,72.26,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,25-08-21,1.665,60.06,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,25-08-21,1.524,65.6,
,UTI Nifty 50 Index Fund - Growth Option- Direct,,,,BUY,25-08-21,4.479,111.6281,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,26-08-21,2.019,49.52,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,26-08-21,1.38,72.46,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,26-08-21,1.661,60.2,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,26-08-21,1.527,65.5,
,Sbi Large Cap Fund-Direct Plan -Growth,,,,BUY,26-08-21,16.091,62.1421,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,27-08-21,2.012,49.71,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,27-08-21,1.369,73.02,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,27-08-21,1.644,60.81,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,27-08-21,1.518,65.86,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,30-08-21,1.983,50.42,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,30-08-21,1.351,74.04,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,30-08-21,1.624,61.57,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,30-08-21,1.496,66.84,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,31-08-21,1.952,51.24,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,31-08-21,1.334,74.94,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,31-08-21,1.607,62.22,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,31-08-21,1.479,67.62,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,01-09-21,1.957,51.1,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,01-09-21,1.328,75.29,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,01-09-21,1.601,62.48,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,01-09-21,1.481,67.53,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,02-09-21,1.939,51.57,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,02-09-21,1.319,75.79,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,02-09-21,1.583,63.16,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,02-09-21,1.473,67.91,
,Sbi Large Cap Fund-Direct Plan -Growth,,,,BUY,02-09-21,15.443,64.7521,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,03-09-21,1.932,51.75,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,03-09-21,1.316,75.95,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,03-09-21,1.58,63.3,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,03-09-21,1.467,68.18,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,06-09-21,1.93,51.81,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,06-09-21,1.311,76.27,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,06-09-21,1.572,63.61,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,06-09-21,1.463,68.34,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,07-09-21,1.933,51.74,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,07-09-21,1.315,76.06,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,07-09-21,1.568,63.76,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,07-09-21,1.465,68.27,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,08-09-21,1.935,51.67,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,08-09-21,1.312,76.2,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,08-09-21,1.566,63.87,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,08-09-21,1.465,68.26,
,UTI Nifty 50 Index Fund - Growth Option- Direct,,,,BUY,08-09-21,4.292,116.5003,
,Franklin Build India Fund - Direct - Growth,,,,SELL,08-09-21,87.657,68.7013,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,09-09-21,1.934,51.7,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,09-09-21,1.311,76.3,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,09-09-21,1.561,64.05,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,09-09-21,1.463,68.35,
,Sbi Large Cap Fund-Direct Plan -Growth,,,,BUY,09-09-21,15.344,65.1699,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,13-09-21,3.866,51.73,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,13-09-21,2.598,76.97,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,13-09-21,3.098,64.54,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,13-09-21,2.928,68.31,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,14-09-21,1.932,51.76,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,14-09-21,1.296,77.14,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,14-09-21,1.533,65.24,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,14-09-21,1.461,68.46,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,15-09-21,1.919,52.12,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,15-09-21,1.287,77.7,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,15-09-21,1.531,65.33,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,15-09-21,1.447,69.1,
,UTI Nifty 50 Index Fund - Growth Option- Direct,,,,BUY,15-09-21,4.251,117.608,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,16-09-21,1.912,52.31,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,16-09-21,1.28,78.11,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,16-09-21,1.53,65.34,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,16-09-21,1.439,69.49,
,Sbi Large Cap Fund-Direct Plan -Growth,,,,BUY,16-09-21,15.034,66.5141,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,17-09-21,1.912,52.29,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,17-09-21,1.288,77.65,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,17-09-21,1.545,64.71,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,17-09-21,1.439,69.47,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,20-09-21,1.925,51.96,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,20-09-21,1.307,76.51,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,20-09-21,1.563,63.97,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,20-09-21,1.456,68.68,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,21-09-21,1.905,52.5,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,21-09-21,1.298,77.07,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,21-09-21,1.557,64.22,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,21-09-21,1.448,69.08,
,Axis Banking & PSU Debt Fund - Direct Plan - Growth Option,,,,SELL,21-09-21,63.825,2149.5182,
,HDFC Ultra Short Term Fund - Direct Plan-Growth Option,,,,SELL,21-09-21,11254.496,12.1746,
,ICICI Prudential Ultra Short Term Fund - Direct Plan -  Growth,,,,SELL,21-09-21,5872.165,23.4006,
,LIC MF Liquid Fund-Direct Plan-Growth,,,,SELL,21-09-21,36.017,3796.8892,
,UTI-  Liquid Cash Plan - Direct Plan - Growth Option,,,,SELL,21-09-21,39.932,3424.1509,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,22-09-21,1.909,52.37,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,22-09-21,1.292,77.41,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,22-09-21,1.546,64.69,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,22-09-21,1.446,69.16,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,23-09-21,1.885,53.04,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,23-09-21,1.279,78.21,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,23-09-21,1.528,65.46,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,23-09-21,1.424,70.24,
,Sbi Large Cap Fund-Direct Plan -Growth,,,,BUY,23-09-21,14.864,67.2717,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,24-09-21,1.884,53.09,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,24-09-21,1.288,77.62,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,24-09-21,1.532,65.27,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,24-09-21,1.421,70.35,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,27-09-21,1.885,53.04,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,27-09-21,1.297,77.09,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,27-09-21,1.545,64.72,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,27-09-21,1.419,70.45,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,28-09-21,1.91,52.36,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,28-09-21,1.314,76.09,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,28-09-21,1.563,63.97,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,28-09-21,1.428,70.03,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,29-09-21,1.92,52.09,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,29-09-21,1.309,76.41,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,29-09-21,1.569,63.72,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,29-09-21,1.43,69.93,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,30-09-21,1.926,51.92,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,30-09-21,1.306,76.57,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,30-09-21,1.554,64.36,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,30-09-21,1.436,69.63,
,Sbi Large Cap Fund-Direct Plan -Growth,,,,BUY,30-09-21,15.054,66.424,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,01-10-21,1.939,51.58,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,01-10-21,1.309,76.4,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,01-10-21,1.546,64.67,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,01-10-21,1.442,69.35,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,04-10-21,1.917,52.17,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,04-10-21,1.292,77.38,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,04-10-21,1.518,65.88,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,04-10-21,1.43,69.91,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,05-10-21,1.908,52.41,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,05-10-21,1.286,77.77,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,05-10-21,1.513,66.11,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,05-10-21,1.42,70.43,
,Tata Digital India Fund-Direct Plan-Growth,,,,BUY,05-10-21,241.108,41.4731,
,Tata Digital India Fund-Direct Plan-Growth,,,,SELL,05-10-21,219.911,41.4731,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,06-10-21,1.923,51.99,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,06-10-21,1.295,77.21,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,06-10-21,1.513,66.09,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,06-10-21,1.435,69.69,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,07-10-21,1.905,52.49,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,07-10-21,1.27,78.72,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,07-10-21,1.491,67.07,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,07-10-21,1.424,70.21,
,Sbi Large Cap Fund-Direct Plan -Growth,,,,BUY,07-10-21,14.86,67.2893,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,08-10-21,1.896,52.73,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,08-10-21,1.265,79.03,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,08-10-21,1.481,67.5,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,08-10-21,1.418,70.53,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,11-10-21,1.887,52.99,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,11-10-21,1.263,79.15,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,11-10-21,1.484,67.4,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,11-10-21,1.407,71.09,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,12-10-21,1.882,53.14,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,12-10-21,1.26,79.34,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,12-10-21,1.488,67.19,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,12-10-21,1.406,71.12,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,13-10-21,1.857,53.84,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,13-10-21,1.241,80.58,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,13-10-21,1.479,67.63,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,13-10-21,1.395,71.67,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,14-10-21,1.84,54.34,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,14-10-21,1.226,81.54,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,14-10-21,1.474,67.85,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,14-10-21,1.381,72.43,
,Sbi Large Cap Fund-Direct Plan -Growth,,,,BUY,14-10-21,14.436,69.2663,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,18-10-21,3.684,54.3,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,18-10-21,2.444,81.84,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,18-10-21,2.936,68.13,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,18-10-21,2.742,72.92,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,19-10-21,1.852,53.99,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,19-10-21,1.235,81,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,19-10-21,1.478,67.64,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,19-10-21,1.372,72.86,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,20-10-21,1.871,53.45,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,20-10-21,1.258,79.47,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,20-10-21,1.509,66.25,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,20-10-21,1.382,72.35,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,25-10-21,1.889,52.93,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,25-10-21,1.299,77,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,25-10-21,1.558,64.18,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,25-10-21,1.383,72.3,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,26-10-21,1.869,53.5,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,26-10-21,1.28,78.11,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,26-10-21,1.531,65.3,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,26-10-21,1.373,72.85,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,27-10-21,1.867,53.57,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,27-10-21,1.276,78.35,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,27-10-21,1.53,65.35,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,27-10-21,1.376,72.7,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,28-10-21,1.896,52.75,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,28-10-21,1.287,77.69,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,28-10-21,1.545,64.73,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,28-10-21,1.401,71.38,
,Sbi Large Cap Fund-Direct Plan -Growth,,,,BUY,28-10-21,14.872,67.2366,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,29-10-21,1.91,52.36,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,29-10-21,1.284,77.86,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,29-10-21,1.546,64.7,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,29-10-21,1.411,70.85,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,01-11-21,1.89,52.9,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,01-11-21,1.267,78.94,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,01-11-21,1.53,65.35,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,01-11-21,1.392,71.86,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,02-11-21,1.89,52.92,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,02-11-21,1.264,79.1,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,02-11-21,1.509,66.26,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,02-11-21,1.391,71.91,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,03-11-21,1.892,52.85,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,03-11-21,1.265,79.03,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,03-11-21,1.512,66.13,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,03-11-21,1.393,71.79,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,08-11-21,5.61,53.47,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,08-11-21,3.738,80.24,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,08-11-21,4.467,67.15,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,08-11-21,4.131,72.63,
,Sbi Large Cap Fund-Direct Plan -Growth,,,,BUY,08-11-21,14.567,68.6438,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,09-11-21,1.873,53.38,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,09-11-21,1.238,80.79,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,09-11-21,1.481,67.51,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,09-11-21,1.376,72.69,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,10-11-21,1.872,53.41,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,10-11-21,1.236,80.92,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,10-11-21,1.481,67.52,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,10-11-21,1.374,72.78,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,11-11-21,1.884,53.08,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,11-11-21,1.24,80.67,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,11-11-21,1.476,67.74,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,11-11-21,1.385,72.2,
,Sbi Large Cap Fund-Direct Plan -Growth,,,,BUY,11-11-21,14.672,68.1533,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,12-11-21,1.858,53.81,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,12-11-21,1.233,81.11,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,12-11-21,1.472,67.94,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,12-11-21,1.371,72.95,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,15-11-21,1.859,53.78,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,15-11-21,1.227,81.5,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,15-11-21,1.467,68.18,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,15-11-21,1.373,72.84,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,16-11-21,1.865,53.62,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,16-11-21,1.229,81.36,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,16-11-21,1.462,68.39,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,16-11-21,1.378,72.55,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,17-11-21,1.874,53.37,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,17-11-21,1.229,81.4,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,17-11-21,1.455,68.71,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,17-11-21,1.384,72.27,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,18-11-21,1.886,53.02,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,18-11-21,1.245,80.31,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,18-11-21,1.477,67.7,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,18-11-21,1.396,71.62,
,Sbi Large Cap Fund-Direct Plan -Growth,,,,BUY,18-11-21,14.817,67.487,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,22-11-21,3.864,51.75,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,22-11-21,2.562,78.09,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,22-11-21,3.036,65.89,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,22-11-21,2.838,70.47,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,23-11-21,1.926,51.92,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,23-11-21,1.267,78.93,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,23-11-21,1.496,66.86,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,23-11-21,1.411,70.89,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,24-11-21,1.932,51.75,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,24-11-21,1.274,78.51,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,24-11-21,1.494,66.93,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,24-11-21,1.416,70.62,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,25-11-21,1.923,51.99,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,25-11-21,1.267,78.91,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,25-11-21,1.481,67.51,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,25-11-21,1.411,70.87,
,Sbi Large Cap Fund-Direct Plan -Growth,,,,BUY,25-11-21,14.986,66.7267,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,26-11-21,1.979,50.54,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,26-11-21,1.306,76.58,
